"X.1","X","id","text","coder1.Sentiment....1.negative..0.neutral..1.positive.","coder1.Political...0.no..1.yes.","coder1.Ideology....1.liberal..0.neutral..1.conservative.","coder1.Immigration","coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.","coder1.National.Security..Veterans..Military..Foreign.Terrorism.","coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.","coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.","coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.","coder1.Education","coder1.Health.Care..Obamacare.","coder1.Governance","coder1.No.Policy.Content","coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign","coder1.Asks.you.to.watch.something.share.something.follow.something","coder1.Misc..other.plea.for.action","coder1.Expresses.an.Opinion","coder1.coder","coder2.Sentiment....1.negative..0.neutral..1.positive.","coder2.Political...0.no..1.yes.","coder2.Ideology....1.liberal..0.neutral..1.conservative.","coder2.Immigration","coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.","coder2.National.Security..Veterans..Military..Foreign.Terrorism.","coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.","coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.","coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.","coder2.Education","coder2.Health.Care..Obamacare.","coder2.Governance","coder2.No.Policy.Content","coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign","coder2.Asks.you.to.watch.something.share.something.follow.something","coder2.Misc..other.plea.for.action","coder2.Expresses.an.Opinion","coder2.coder","src","created_at","coder.y","X1.x","id.x","id.y","hashtag.","at.","link","retweets","favorites","full.URL","source","date"
50,0,5.95E+017,"RT @gerfingerpoken2: @tedcruz45 1944 - The IRS and FFRF vs. the Church: My piece on American Thinker.  http://t.co/TCpTBU5fXk",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","brittanychristopher","5/5/15 1:06","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
51,0,7.25E+017,"RT @HillaryClinton: Caught your speech, @realDonaldTrump. About that ""woman's card""...
https://t.co/kKaHWISchy",-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"brittany",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","4/27/16 14:21","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
52,0,6E+017,"RT @IStandWithTed: @tedcruz @SenTedCruz @tedcruz45

If #God is for us, who can be against us?#Romans8:31
 
#Constitution #1A #faith http",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","5/16/15 14:50","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
53,0,5.91E+017,"RT @jstines3: Iran holding Marine Amir Hekmati hostage; therefore, Iran is holding our very FLAG! 

#FreeAmirNow
#PJNET http://t.co/Rq3Dkhp",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"brittany",-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"NA","brittanychristopher","4/23/15 13:15","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
54,0,6.35E+017,"RT @JustinJCMyers: Wow. Bobby Jindal was just incredible. Best speech today. #Dream15",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","8/21/15 20:52","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
55,0,6.82E+017,"RT @KellyannePolls: TV, the old king of U.S. politics, faces mortality https://t.co/3jrpnwlHAB via @usatoday",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","12/31/15 3:24","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
56,0,6.77E+017,"RT @LorettaLepore: .@CarlyFiorina had some of the best moments of the #GOPDebate. You can watch them all here: https://t.co/jBMG70BX4k #Car",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"NA","brittanychristopher","12/16/15 20:51","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
57,0,6.62E+017,"RT @LTHProject: In our latest video, Elaine explains why @HillaryClinton was the best boss she's ever had: https://t.co/4nwWYQiMua",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"NA","brittanychristopher","11/3/15 14:52","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
58,0,6.64E+017,"RT @megynkelly: .@ChrisStirewalt on @realBenCarson: His closing statement was dynamite. #GOPDebate #KellyFile",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","11/11/15 5:45","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
59,0,7.42E+017,"RT @mic: A GoFundMe for #Orlando shooting victims has raised nearly $1 million and counting: https://t.co/DrEaN76YjF",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","brittanychristopher","6/13/16 18:07","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
60,0,7.59E+017,"RT @nobarriers2016: Tonight: @POTUS, @timkaine, @VP and so much more. #DemsInPhilly #StrongerTogether https://t.co/BwY2zcjPMf",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","brittanychristopher","7/28/16 4:54","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
61,0,6.6E+017,"RT @QueenBrry: Ben Carson , vote for him !",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"NA","brittanychristopher","10/30/15 0:35","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
63,0,5.93E+017,"RT @RepRodBlum: Speaking with the @CedarValleyofIA Alliance here in Washington this afternoon. Thanks for visiting! #IA01 http://t.co/HtJ6J",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","4/29/15 17:43","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
64,0,6.36E+017,"RT @Rosa_DeLauro: Proud to support @HillaryClinton's #DebtFreeCollege Plan. College needs to be affordable &amp; lead to greater opportunities,",1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"brittany",1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"NA","brittanychristopher","8/25/15 1:03","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
65,0,7.4E+017,"RT @stefcutter: ""When I saw Trump mock someone with a disability, it showed me his soul....his heart."" https://t.co/OyjrRI7RCg",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","6/7/16 17:37","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
66,0,6.98E+017,"RT @SteveArnold1610: Dr. Ben Carson: Trump And Cruz Are The Status Quo https://t.co/kybhz7AwzP @dailycaller @draftrunbenrun #WinBenWin #C",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","2/12/16 23:11","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
67,0,7.08E+017,"RT @taddevine: Why Bernie Would Crush Trump and Why Every Vote For Hillary Puts Trump Closer to the White House https://t.co/sr6NeARWia",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","brittanychristopher","3/11/16 17:39","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
68,0,6E+017,"RT @THETXEMBASSY: @tomborelli  @CR great article 

https://t.co/q0mRlKPvyP

#EPA aka #EnviromentalPornAgency 

#AbolishTheEPA  htt",1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"brittany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","brittanychristopher","5/16/15 19:02","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
69,0,6.85E+017,"RT @TPCarney: Earlier, I basically accused Cruz of flip-flopping on ethanol. After further review, I think I was wrong: https://t.co/G1QKIa",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","brittanychristopher","1/7/16 14:47","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
70,0,6.24E+017,"Voters deserve to hear from all the candidates. Sign the petition. http://t.co/vGDmzq76If http://t.co/kv6EvukUfY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"brittany",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"NA","brittanychristopher","7/23/15 21:08","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
71,0,6.65E+017,"WATCH: @ChrisChristie: We need a Commander In Chief who respects the military and everyone in uniform https://t.co/9Xn0mb5aTM",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"brittany",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"NA","brittanychristopher","11/12/15 22:01","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
72,0,6.87E+017,"We are ready for @CarlyFiorina at the Stone Soup Cafe! #iacaucus https://t.co/4SAog82nPc",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","1/11/16 20:41","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
73,0,6.46E+017,"Welcome to America @Pontifex #PopeInDC http://t.co/8JEJGMBlNa",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","9/22/15 19:49","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
74,0,6.92E+017,"Who does @BillClinton want to destroy in the GOP field? Marco Rubio. https://t.co/6ryLnqbsEc #fitn
https://t.co/ziMSgXPlOu",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","1/26/16 20:24","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
75,0,7.56E+017,"Will Bondi repeat her already-debunked claims? #RNCinCLE https://t.co/JfS32ATXxi",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","brittanychristopher","7/21/16 0:32","christopher","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
76,0,6.51E+017,".@BenghaziDems: @HouseBenghazi is a taxpayer-funded @GOP attack on @HillaryClinton: http://t.co/zTSkdVv5Ar",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","10/5/15 16:41","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
77,0,6.4E+017,".@GovMikeHuckabee remember when those govt hard drives were destroyed as you left office? Whatever happened w/that? http://t.co/BAyuHRrAZz",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","9/3/15 20:13","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
78,0,7.6E+017,".@HillaryClinton will make the biggest investment in good-paying jobs since World War II. Read her plan: https://t.co/fSedj9Z6uJ",0,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"brittany",1,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"NA","christianbrittany","8/1/16 19:10","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
79,0,6.79E+017,".@marcorubio was one of just two senators who did not vote on on a sweeping tax and spending bill  https://t.co/IMPLavZXWu",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"brittany",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"NA","christianbrittany","12/21/15 17:51","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
80,0,7.12E+017,".@politico: Man who pulled protester revealed as Trump security https://t.co/T3vvB5WkxE",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","christianbrittany","3/21/16 18:31","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
81,0,7.08E+017,".@PolitiFact: No, GDP growth was not zero, as Donald Trump said in Miami GOP debate https://t.co/x2STHa6oK8",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"NA","christianbrittany","3/11/16 22:28","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
82,0,7.43E+017,".@realDonaldTrump it's your birthday, you're gonna lie if you want to. https://t.co/OpVxXhyTqZ",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","6/14/16 21:51","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
83,0,6.59E+017,".@SunSentinel, after endorsing @marcorubio in 2010, calls for his resignation: https://t.co/PNWKkRfBBb",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","christianbrittany","10/28/15 15:47","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
84,0,6.57E+017,".@TGowdySC and his GOP committee members are now on defense: https://t.co/mT5QdU1w8p via @HeidiPrzybyla",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","christianbrittany","10/20/15 23:35","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
85,0,6.59E+017,".@washingtonpost: ""@RandPaul will filibuster debt ceiling bill"" https://t.co/8pysX3d8Go",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"brittany",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","10/28/15 18:31","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
86,0,7.02E+017,"""It is time for the resources &amp; leadership to ensure that all #HBCUs can thrive in the 21st cent."" - @HillaryClinton https://t.co/tHHv1c82Vx",0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"brittany",0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"NA","christianbrittany","2/23/16 21:19","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
87,0,7.11E+017,"""To be consensus anti-Trump candidate Cruz may need a truce w colleagues who detest him. But so far, nothing doing"" https://t.co/fZvedWNiPD",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","3/17/16 18:13","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
88,0,6.29E+017,"@JebBush brother to W &amp; frmr FL Gov He'd repeal #Medicare &amp; says Americans need to work longer hours #GOPPriorities http://t.co/b31LWF3PbW",-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"brittany",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","christianbrittany","8/7/15 0:57","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
89,0,6.44E+017,"@shellsuber thank you for following us!",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","9/17/15 3:26","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
90,0,5.92E+017,"#CruzCrew
#FF
@GOHConservative @James_E_White @Texastweetybird @VARepublicans @iowacrs @FairfieldSCGOP @27GuageLong http://t.co/zqlzH4Li2G",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","4/24/15 12:45","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
91,0,6.42E+017,"#NoIranDealBecause only way we're going to change this to have someone in the White House who is serious about this. https://t.co/aQjc5MRVcR",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"brittany",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"NA","christianbrittany","9/11/15 16:33","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
92,0,7.88E+017,"#Trump's ""promise to make America great again is backed by a threat to burn it down."" https://t.co/qDSrgPTnyu",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","10/17/16 23:00","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
93,0,7.61E+017,"#TrumpLies about the U.S. not having a system to screen refugees: https://t.co/NBLhMeG4aG https://t.co/4PBVxH6sZ9",-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"brittany",-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"NA","christianbrittany","8/2/16 15:57","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
94,0,1471,"8 in 10 Democrats see @HillaryClinton as ready to be commander-in-chief https://t.co/QIqPjlpg8m via @SalvantoCBS https://t.co/35iCrYACtf",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","christianbrittany","11/23/15 17:10","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
95,0,6.96E+017,"Being an Italian boy from New Jersey, #FirstFrank loves Italian food. His favorite dish: Chicken Parmesan #FirstFrankFriday",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","2/5/16 23:20","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
96,0,6.58E+017,"Ben Carson on abortion #winbenwin #savethebabies #defundpp #babiesmatter https://t.co/HOOGmXflkh",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"brittany",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"NA","christianbrittany","10/25/15 21:39","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
97,0,7.6E+017,"Bernie Sanders Breaks Down Exactly Why Donald Trump Is 'Dangerous' https://t.co/p1BxPdq24h",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","8/1/16 13:10","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
98,0,6.7E+017,"Cynthia DiBartolo ""@CarlyFiorina has a guileless solution: Simplify the tax code to three pages"" https://t.co/lZgGCwfBqe #Carly2016",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"brittany",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"NA","christianbrittany","11/28/15 1:00","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
99,0,7.41E+017,"Dear Superdelegates: Don't Deny Democracy https://t.co/ULA5diWNZv",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NA","christianbrittany","6/8/16 18:50","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
100,0,6.93E+017,"Don't miss @RandPaul during the GOP Presidential Debate tonight on FOX News at 9pm EST! #StandWithRand #RandRally https://t.co/G6hC09q1ZC",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"brittany",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","christianbrittany","1/28/16 15:32","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
102,0,7.83E+017,"FACT: @ClintonFdn earned an A rating from the American Institute of Philanthropy. https://t.co/29F5s37HQ7 #VPDebate",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","christianbrittany","10/5/16 2:19","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
103,0,6.35E+017,"FACT: The Benghazi Cmte is now more concerned with @HillaryClinton's emails than what happened in Benghazi https://t.co/YO881gEAwl",0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","8/21/15 17:33","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
104,0,7.48E+017,"Hillary Clinton spoke with substance  with ideas on helping the middle class, on making college affordable. https://t.co/Oy0hyBGMj0",1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"brittany",0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"NA","christianbrittany","6/27/16 18:47","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
105,0,6.42E+017,"How to protect America. Donate to Security is Strength PAC. http://t.co/t59YCUtc72 #FreedomFirst",0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"NA","christianbrittany","9/10/15 23:12","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
106,0,6.48E+017,"http://t.co/3Ooxngs33c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brittany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","christianbrittany","9/27/15 19:00","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
107,0,5.93E+017,"http://t.co/EX5Ch39d44
https://t.co/vBZNe0eZCr
#CruzCrewwants #Mississippi to join CourageousConservatives http://t.co/3rRrfek4rD",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"brittany",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","4/28/15 21:45","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
109,0,7.61E+017,"Its incredibly unsurprising that he paused an interview about himself just to watch himself on TV. https://t.co/iNxUBTMyp8",-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","8/3/16 22:44","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
110,0,6.22E+017,"Jeb is campaigning in San Fransisco today!  https://t.co/6k7jP7InAy",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","christianbrittany","7/16/15 17:38","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
111,0,6.43E+017,"Just #Jeb #JebingIt and being a total #boss at the opening of his Miami campaign office! http://t.co/X3h5GAMV8x",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","9/14/15 15:38","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
112,0,6.62E+017,"MSNBC: @MarcoRubio flip-flops on immigration, then criticizes @realDonaldTrump for changing course on the #DREAMAct. https://t.co/MgpUcPX6Rv",-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"brittany",-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"NA","christianbrittany","11/5/15 16:45","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
113,0,7.02E+017,"NEW OP-ED: @HillaryClinton lays out a plan to bring manufacturing jobs back to the U.S.: https://t.co/8bG4iYIcHk via @StarTribune",0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"brittany",0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"NA","christianbrittany","2/23/16 16:26","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
114,0,6.93E+017,"NH State Rep. Jim Webb ""I am writing to tell you why I will cast my vote for @CarlyFiorina""https://t.co/Q99lrYqCJW #TeamCarly #Carly2016",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","christianbrittany","1/28/16 21:00","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
115,0,6.93E+017,"No only does #FirstFrank have a heart of gold, he used to be a volunteer ambulance driver for a children's hospital #FirstFrankFriday",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","christianbrittany","1/29/16 19:00","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
116,0,7.87E+017,"No, U.S. Immigration and Customs Enforcement Did Not Endorse #Trump https://t.co/lioXvYmNqJ #TrumpLies",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"brittany",-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","christianbrittany","10/15/16 0:02","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
117,0,6.62E+017,"On @Morning_Joe, @JoeNBC rightly called out @marcorubio for flat-out lying to the American people: https://t.co/RfQA9VMIgQ",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"brittany",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","christianbrittany","11/4/15 14:50","christian","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
