,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src
76,RT @DIpolitics: New poll: @BernieSanders &amp; @MartinOMalley are gaining on @HillaryClinton's front-runner status in Iowa https://t.co/CuxGjOh,675082568887332864,11/3/2015 0:57:57,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
77,RT @directormitch: @ADtheseries continues tonight on @nbc. Great stories. Great cast. Great crew. Enjoy. https://t.co/QxBA5awSyk,693263043405307904,4/26/2015 23:56:24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
78,RT @ethanklapper: There's actually nothing in there that shows her behaving disgracefully... https://t.co/RexZ9zFUzM,785930899019870208,10/11/2016 19:51:42,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
79,"RT @FoxNews: At tonight's #GOPDebate, #BenCarson made a humorous  but accurate  prediction of who will win #SB50. https://t.co/PLVE8AlXdW",782955282917908480,2/7/2016 3:44:12,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
80,"RT @geoffgarin: Strong from @prioritiesusa: Paying $0 In taxes doesn't make you smart, it just sticks other people with your share. https:/",668902856414621696,9/28/2016 16:55:57,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,brittanychristian
81,RT @nickconfessore: Democrats don't just want to beat Trump. They want to end his movement. @amychozick reports: https://t.co/PMBOcaxRkV,774285077043879936,8/4/2016 16:50:14,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
82,RT @PaulBegala: Proud of lifesaving work of @ClintonFdn in the face of unfair attacks.  Congrats on highest rating from @CharityNav https:/,696823326623203328,9/1/2016 15:30:48,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
83,RT @PolitiFact: Top 0.1% would be big winner under Donald Trump's tax plan https://t.co/j0piSY4u1E https://t.co/wN3tVw0JMT,705128567701704704,8/15/2016 17:27:02,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,brittanychristian
84,RT @SalenaZitoTrib: Check out @TribLIVE Sunday for my sit-down interview with @tedcruz in Washington DC http://t.co/eVtXQtp2ti,676756098607538176,5/8/2015 18:56:24,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,brittanychristian
85,"RT @sandyb1960: @dmgood1123 @tedcruz45 @MorganMcComb he's a man of his word, so we need to voice his policies on how he can get America bac",696837772070514688,5/14/2015 15:44:52,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
86,"RT @tedcruz: Hillary Clinton's declared pro-amnesty platform confirms that she, indeed, is running for Obama's third term: https://t.co/uOG",608666057641963520,5/9/2015 0:38:05,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,brittany,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christian,brittanychristian
87,"RT @tedcruz: If I am elected president, we will repeal every word of Obamacare! #FullRepeal #GOPDebate https://t.co/lMWycgo4mm",777371200821616640,1/30/2016 2:42:44,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,brittany,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,christian,brittanychristian
88,"Scott Walker will rein in federal unions, which are a force for making our government less efficient and accountable. http://t.co/us7DXnUZ2q",771180293176778752,9/14/2015 19:05:35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,brittanychristian
89,"Sen task force that @marcorubio co-chairs has only met 3 times since 2013, but received $100K/year in reimbursements https://t.co/spznUISNPj",650390356438196224,2/26/2016 20:01:46,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christian,brittanychristian
90,The 2016 GOP candidates are well to the right of their hero Ronald Reagan https://t.co/AuTFBjaxO4 via @ThePlumLineGS #RightofReagan,591804730596139008,9/14/2015 15:45:15,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
91,The money goes to purchase supplies and pay staff. https://t.co/GQZ2OHslUc,706970313637171200,2/26/2016 2:11:39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
92,"The Ted Cruz tax plan abolishes the IRS. Awesome, right? 

#GOPDebate https://t.co/tNieKCxW9D",693560784425713664,11/11/2015 3:01:17,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,brittanychristian
93,Trick question -- hes not actually sorry for anything. https://t.co/eg6DmOkTw8,596750513615470592,8/22/2016 21:28:03,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
94,Trump will win! RT if you support! https://t.co/ItoX4uYUaU,764627382326091776,8/24/2016 16:08:01,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christian,brittanychristian
95,Unclear on how President Obama did this while he was a state senator in Illinois. https://t.co/8M75V6OiaD,687883901289644032,8/3/2016 16:49:10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
96,Vanilla nice: Signs point to Kaine as Clintons VP choice https://t.co/SLDcFQTKea,591376801760301056,7/26/2016 12:15:26,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
97,Walker's pro-life reforms have had a direct impact on reducing abortions and saving lives. http://t.co/QhhPRdRl8n #Walker16,693142345013989376,8/27/2015 20:53:45,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,brittany,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christian,brittanychristian
98,"Watch our latest ad, then RT if you agree Trump should be held accountable for his latest comments about women.
https://t.co/3kdsK2cLTc",760880198610857984,3/31/2016 17:58:35,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,brittanychristian
99,WATCH: @marcorubio vs. his mouth https://t.co/zzjnsKYwjm via @TheAdvocateMag,695041586686615552,2/8/2016 23:27:26,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christian,brittanychristian
100,WOW! #GBvsAZ Congrats #ArizonaCardinals on an amazing victory! #Fitzgerald was a BEAST!,643500861260435456,1/17/2016 4:41:25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
101,.@BarackObama and @HillaryClinton Clinton want to read your emails without a warrant and whenever they feel like it. http://t.co/gvndOR0Stz,704728023472287744,5/31/2015 23:29:00,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christian,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
102,".@CarlyFiorina ""He insults ppl but a leader doesn't try to make people small. Trump is not really a leader either"" https://t.co/4WWwcDe7vG",684845728938766336,12/13/2015 18:30:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
103,".@CarlyFiorina ""I'm looking forward to getting back out on the campaign trail"" https://t.co/SwvaCuhig6 #Carly2016",701150196546334720,1/3/2016 23:30:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
104,.@CarlyFiorina on the tax code: The government should take away less money https://t.co/5IlaHl7kFm #Carly2016,776456874698747904,11/29/2015 19:04:00,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
105,".@HillaryClinton ""has a history of fighting on issues that convinces me"" -- @BilldeBlasio https://t.co/kFWEeFJ2qw https://t.co/zRlDdzyHff",598872898909016064,10/30/2015 14:30:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
106,.@HillaryClinton has a hands-on approach to tackling Wall Street reform as President https://t.co/wOmlMGKqR3,717819739863691264,1/6/2016 21:15:00,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
107,".@marcorubio's entourage in NV is ""nearly all white &amp; male."" Not great for someone wanting to rep the entire country https://t.co/3eAAKPwoKL",706930826986913792,2/23/2016 20:49:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
108,".@RandPaul ""To be engaged means to continue to talk, we did throughout the Cold War, and it'd be a big mistake to not do it now."" #GOPdebate",786956777950679040,9/17/2015 1:03:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
109,.@realDonaldTrump has a long history of siding with celebrities against their accusers. https://t.co/exuDZFhmMK,629473795015901184,10/13/2016 21:45:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
110,.@realDonaldTrump wrongly blames @HillaryClinton for creation of ISIS https://t.co/lkhUL5XUYe #TrumpLies,757647051152826368,8/3/2016 20:14:00,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
111,.@washingtonpost: @HillaryClinton says @realDonaldTrump doesnt understand how to run for president https://t.co/KnUJYbKlSW,775730946163212288,4/6/2016 21:02:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
112,".@weeklystandard: From conservatives to moderates, Hawkeye Republicans like the Wisconsin governor. http://t.co/A3FLLbxrOi #Walker16",786684186329509888,7/20/2015 21:53:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
113,"""Christie looks to join [] candidates who won the nomination after the [press] declared their candidacies over. http://t.co/n3ocvBKJTT",712680038605451264,10/13/2015 15:15:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
114,"""I feel that the [#Trump Institute] program took advantage of people, and me."" https://t.co/h2uFn13jq2",708518330483671040,9/16/2016 3:00:00,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
115,"""The US should use every resource available to destroy global jihadists before they destroy the U.S. - Ben Carson",712716401870573568,9/18/2015 17:17:00,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
116,"""Theres no time to waste"" in communicating, registering, mobilizing &amp; turning out voters -@guycecil https://t.co/aHTsgrCcRv",7.84E+17,3/23/2016 16:38:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
117,"""We have got to do something on gun violence,"" @HillaryClinton says on #WDBJ shooting: http://t.co/n2VumWGt4I",732990702280396800,8/26/2015 21:16:00,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Christopher,christianextra.chris
118,"@1JoelFox1 Joel! We just launched a powerful TV spot,"" The enemy"" feat. a former Navy SEAL. Please check it out! https://t.co/zJTtjnqfgD",664285587512434688,6/21/2016 0:00:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Christopher,christianextra.chris
119,@Dbargen you should join the #TrumpTrain. Sign up today! https://t.co/rpkYQB91Ru,776396941680836608,9/15/2016 16:25:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
120,@fogslifting @forewit This isn't a negotiation. Trump's violent rhetoric is partly to blame. You don't see this at anyone else's rallies.,738448741624098816,3/12/2016 5:01:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
121,@J_DReed thank you for following us!,719975977858777088,8/28/2015 4:32:00,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
122,@janethaneberg @sandyaschneider @mercier_mike @switherel #BOOM! Trump get's thumped by Clinton while Cruz OWNS! https://t.co/BlK1ZBv6F8,637120623290912768,3/4/2016 19:59:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
123,"@LindseyGrahamSC on Hillary ""It's easier to talk to the leader of North Korea than it is Hillary Clinton""",708121980650790912,10/8/2015 23:12:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
124,@MarkRuffalo https://t.co/r2EAq5LiTw One day left to join! Join the over 1 million people this will reach.,709920910694850560,10/7/2015 21:13:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
125,@ThomasSeltzer you should join the #TrumpTrain. Sign up today! https://t.co/rpkYQB91Ru,753305537387913216,9/20/2016 18:28:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
126,#GOPDebate https://t.co/BaJi5gI4Nx,683792460510699520,3/11/2016 2:46:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
127,#Hillary vs. #Trump on helping kids: https://t.co/kqVg3zqElY via @nobarriers2016,760163734610259968,10/13/2016 18:53:00,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christian,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Christopher,christianextra.chris
128,#TedCruz: Campaign on Common-Sense Issues Attracting More Democrats http://t.co/M1GgaCwUe4,781841753049620480,8/30/2015 14:29:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
129,#ThankYouBernie https://t.co/Dvc9Oi4D4K,629459778880831488,7/13/2016 19:10:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
130,#Trump The Hypocrite: Investing Overseas Fine For Him https://t.co/7EINa6ditE,671042078332297216,10/2/2016 0:46:00,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
131,5+ hours and no new ideas. The #CNNdebate was a huge disappointment: http://t.co/BM9bvmgKFG,776616649419923456,9/17/2015 13:11:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
132,April 13: Tad Devine: I think were gonna win. https://t.co/zNCPsggS1u #27times https://t.co/MasS0SyVUu,653952111839854592,4/18/2016 20:32:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
133,"As Maine Goes, So Goes the Nation. Abolish Superdelegate Voting Dominance Over the Rest of Us https://t.co/nNpZNRtWdC",785847331417653248,5/18/2016 17:54:00,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
134,"But his supporters will join our movement, because we will fix his biggest issue: trade. Millions of Democrats will join our movement",708468271419363328,7/22/2016 2:47:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
135,"Carson is the first or second choice of 46 percent of Iowa Republicans
http://t.co/dMhkQItVTO",677556981071147008,9/14/2015 22:34:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
136,Completely disgusting. https://t.co/iqdgDi1Qja,667767541356363776,9/20/2016 17:08:00,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
137,Day #17 in 50 days of #TrumpLies: https://t.co/hzg0v7vVuT https://t.co/7XCTYbvN1s,643553527747313664,10/5/2016 18:18:00,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
138,Donald Trump is the only candidate who has expanded the #GOP tent.,705845062198951936,3/7/2016 19:53:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
139,"Every candidate on stage supports slashing #Medicare, costing seniors more for their health care. #GOPPriorities",596657422531330048,8/7/2015 2:07:00,-1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,christian,-1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Christopher,christianextra.chris
140,"God Bless America and our Troops
#TedCruz 
#CruzCrew 
#TedCruz2016 
@JessieJaneDuff @drginaloudon @SheridanFolger http://t.co/pb2HDZQGIE",660101497829527552,5/8/2015 12:46:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
141,"GOP Choice: Kasich, The Proven Exec Vs. 2 Jr Senators &amp; a Reality Star. @JohnKasich will Win in Nov &amp; Lead on Day 1.
https://t.co/8diw1GG4w2",676953443429404672,2/26/2016 16:30:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
142,How many jobs were created in Florida while Jeb Bush was Governor? #gopdebate http://t.co/gi5X2e2xBB,778299931127721984,8/7/2015 1:11:00,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
143,"http://t.co/EX5Ch39d44
https://t.co/06dz5IFOhJ
It isn't hard to govern by this book
#CruzCrew  http://t.co/WAzxan28jR",633253384452186112,5/6/2015 17:01:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Christopher,christianextra.chris
144,https://t.co/jzHVmPOQ7T,644923221456715776,3/1/2016 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
145,I will outline reforms to add millions of new jobs and trillions in new wealth that can be used to rebuild America.,703056614841032704,7/22/2016 2:38:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
146,"It's said that politicians lie all the time.
Never has one come as close as #Trump to making that literally true. https://t.co/qceiIAv66e",637995449564200960,10/11/2016 13:37:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
147,Its almost as if Trump isnt actually that humble. https://t.co/j2DzLMgfs0,702233949641252864,7/18/2016 19:49:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
148,La verdadera fuerza es luchar para nuestras families y para los nios #StrongerTogether #ImWithHer #EstoyConElla  https://t.co/8vspvMxeFt,785836815177572352,9/15/2016 10:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
149,Let's go #Iowa! Help us elect a constitutional conservative to the White House! #TedCruz2016 #CruzCrew #TrusTed https://t.co/GCLsk3Tbhw,765252486915497984,1/4/2016 18:19:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
150,Looks like Mayor Rudy Giuliani will be endorsing #Trump! Time 2 get on the #TrumpTrain &amp; #MakeAmericaGreatAgain. https://t.co/Hj2DqIofbu,683792609853112320,3/23/2016 10:19:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
151,"Martin O'Malley is catching fire in Iowa! Between the State Fair and the @iowawingding, he's had two awesome days. #MOMentum #OMalley2016",596751234020704256,8/15/2015 2:52:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
152,"Meet @mike_pence, #Trump's VP pick: https://t.co/iDGHe4VVSD",753978830847705088,7/15/2016 15:45:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
153,Muslim women to #Trump: We're anything but silent. https://t.co/1cwIZeplJw #CanYouHearUsNow,613174778409689088,8/1/2016 17:22:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
154,"National LA tms:
TRUMP 47% {+6}
Clinton 41%
DJT support among African Americans: 19%
DJT support among Latinos: 31%
#MAGA @realDonaldTrump",732992714636185600,9/15/2016 12:27:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
155,Oops. https://t.co/L8lg5LyOEY,695041823442481152,4/12/2016 19:50:00,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
156,RT @amanda_jensen_: Go Ben Carson! #GOPdebate #Milwaukee,652260392496840704,11/11/2015 3:36:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
