,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src
75,I learned how to become a responsible individual (by working for a low wage) - Ben Carson,7.49E+17,11/11/2015 2:09:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christianlauryn
76,I will present the facts plainly and honestly. We cannot afford to be so politically correct anymore.,7.27E+17,7/22/2016 2:24:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
77,Learn the real story on how @CarlyFiorina went from secretary to CEO at https://t.co/FPodD4Gn9f #Carly2016,7.49E+17,12/16/2015 0:30:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
78,"Meg Whitman, calling Donald Trump a demagogue, will support @HillaryClinton for president https://t.co/NHQBQQRvQG",7.27E+17,8/3/2016 16:27:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
79,Progressives Mount Fight To Abolish Superdelegates Ahead Of DNC https://t.co/9736CyqlRN,7.49E+17,7/27/2016 16:05:00,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christian,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,lauryn,christianlauryn
80,"Ronald Reagan's daughter: #Trump's Second Amendment comment was ""horrifying."" https://t.co/FPWRKObufU",7.27E+17,8/11/2016 14:37:00,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,christian,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lauryn,christianlauryn
81,RT @classydanger: At @ProgressNowCO's wall advocating peace in the face of Trump. https://t.co/eA9ulDqGAG,7.49E+17,7/1/2016 15:16:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
82,RT @DaveLuketic: Leaving NH.. @NewDay4America NH team killing it on the ground - continues to the best team in the state - keep it up! #fit,7.27E+17,12/18/2015 18:36:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
83,"RT @FoxNews: .@RealBenCarson: ""Right now, we're not going to get healing with President Obama - that's very clear."" #GOPDebate",7.49E+17,2/14/2016 2:29:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
84,RT @FreeBeacon: Rick Perry rips Iran nuclear deal as 'national embarrassment' http://t.co/ufzHoo0bO2 http://t.co/ONDWmjpand,7.27E+17,8/24/2015 18:47:00,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christianlauryn
85,"RT @HillaryClinton: Thank you, New York. Let's go win this nomination.
https://t.co/OVp5NTVWnU",7.49E+17,4/21/2016 14:23:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
86,"RT @JulieFineNBC5: Just interviewed Rafael Cruz , @tedcruz father, at the airport. He is thrilled for his son @NBCDFW #Decision2016 https:/",7.27E+17,2/4/2016 7:34:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
87,RT @learyreports: .@BenSasse introducing @marcorubio at packed pre-debate rally in West Des Moines. https://t.co/SfyCe7ecTc,7.49E+17,1/28/2016 18:57:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
88,RT @MaryWCVB: Cruz: If I win- Day 1 in office: rescind all Obama's exec. Orders; Also- investigate #planned parenthood. #WCVB https://t.co/,7.27E+17,2/4/2016 7:31:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lauryn,christianlauryn
89,RT @nobarriers2016: .@DanMalloyCT and @DemGovs are standing strong with @HillaryClinton. #StrongerTogether #DemsInPhilly https://t.co/z205Y,7.49E+17,7/25/2016 22:47:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
90,RT @politico: Top 6 undercard debate moments https://t.co/bhOabVsT06 | Getty https://t.co/8D13GVyA0g,7.27E+17,10/29/2015 9:28:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
91,"RT @SopanDeb: On Russian-owned RT America, Trump says it's ""pretty unlikely"" that Russia is trying to interfere in the 2016 race. https://t",7.49E+17,9/9/2016 0:59:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
92,"RT @tedcruz: Thanks to @TheKuhnerReport for having me on to discuss TPA &amp; TPP. Ill always fight to defend US sovereignty:
https://t.co/j07",7.27E+17,6/13/2015 5:33:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christianlauryn
93,"RT @TheBriefing2016: Qualified: (adj) 

 First Lady

 Senator 

 Secretary of State 

#ImWithHer",7.49E+17,4/7/2016 12:33:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
94,RT @TheBriefing2016: READ: Ambassador Wendy Sherman on how @HillaryClinton has helped make our diplomats safer. https://t.co/lF6ez7bu75 htt,7.27E+17,10/22/2015 22:43:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christian,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,,1,0,1,lauryn,christianlauryn
95,RT @voxdotcom: The Trump campaign wants to woo both black voters and white supremacists. Thats not how it works. https://t.co/KKAoZfSq4R,7.49E+17,9/19/2016 17:30:00,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christian,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
96,Rubio campaign announces Alabama Veterans for Marco: https://t.co/As972ktkS5 #vets #veterans,7.27E+17,2/22/2016 20:30:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
97,"Rubio Needs To Move Aside For Cruz, Not Vice Versa https://t.co/AgxnSt1JzO via @FDRLST #tedcruz",7.49E+17,2/22/2016 21:08:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
98,"The #TrumpPence ticket had its first national TV interview, and the reviews aren't good: https://t.co/tBUw7yNcf7",7.27E+17,7/18/2016 1:59:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
99,Tune in to Sean Hannity tonight to watch Gov. Huckabee!,7.49E+17,10/2/2015 22:05:00,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,christianlauryn
100,Will &amp; Andie Dole explain why they support @CarlyFiorina in this week's #WhyCarlyWednesday https://t.co/o32EoK6eef #Carly2016,7.27E+17,12/16/2015 16:13:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
101,".@aldotcom recommends Alabamans vote for Democrat for president for first time in 40 years.
https://t.co/wixQykLOxB #ImWithHer",703444534819074048,10/9/2016 22:21:41,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
102,".@HillaryClinton has a bold vision to make America the world's ""clean energy superpower."" https://t.co/ShCRcRhzpV https://t.co/Wty3PKbWKV",626513268874608640,9/27/2016 1:17:46,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,christopher,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,emily,christopheremily
103,".@HillaryClinton has put forward the toughest, farthest-reaching plan of Wall St proposals says @BilldeBlasio https://t.co/vaxjlIh8Jw",707658461027377152,1/5/2016 19:47:03,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christopher,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
104,".@HillaryClinton laid out a smart plan to defeat ISIS (https://t.co/B8QFAGV25k)

@tedcruz just wants to bomb them (https://t.co/UboQ3gUdf0)",653729047709552640,12/16/2015 2:29:58,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christopher,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
105,.@HillaryClinton makes her case to Cedar Valley ahead of the #iacaucus https://t.co/CWgfzpCkHK,647141393803149312,1/27/2016 21:38:06,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
106,.@HillaryClintons response to the threat of terrorism is a reminder of the stakes in this election. https://t.co/zZwgzCFQEE #ImWithHer,785639195322621952,5/23/2016 17:15:38,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christopher,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
107,.@nytimes: Trump would be the most volatile and least prepared presidential candidate [...] in modern times https://t.co/EP0BTub7Qk,785294948799242240,5/4/2016 18:05:06,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
108,".@realDonaldTrump's tax plan would give top 1% a $227,000 tax break. #WrongForUs",779411641201025024,2/14/2016 2:45:05,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christopher,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
109,.@realDonaldTrumps claim that crime is rising: https://t.co/XFB9gEt9N1 #TrumpLies #debatenight,623531506057760768,9/27/2016 1:59:02,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,christopher,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
110,"""Pope and Change"" http://t.co/zB8bS6Jp6t via @JenGranholm",684461125472133120,9/24/2015 20:11:46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
111,(2/2) Cruz is running a disciplined campaign and..he is raising enough money to burn a wet elephant. via @ChrisStirewalt,780587519847063552,10/12/2015 15:34:47,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
112,@jill_smothers how many more gold star families will we have because of @HillaryClinton? https://t.co/av7aTB9VKe,700116091998183424,8/19/2016 19:11:53,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christopher,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
113,#News How Could Anyone Vote for Trump? - Its time for Republican leaders to exercise a little leadership. https://t.co/ruAu9nBl8S,657541260178145280,10/1/2016 2:01:09,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
114,#Pencelies Pence is Wrong that #Trump Would Not Punish Women Over Abortion #VPDebate https://t.co/aKYIKdfI8X,676529606011183104,10/5/2016 2:42:18,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
115,"#Trump after the @GOP convention: ""Stay home, Ted."" 
Does he even want the endorsement of #ComplyinTed? https://t.co/OhTMV3H5tq",676952376843091968,9/23/2016 20:06:30,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
116,#Trumplies Trump Falsely Claims that People Knew San Bernardino Would Happen #Debate https://t.co/n3A0D2WI4A,659167141762043904,10/10/2016 1:44:40,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
117,By 50% to 42% more Americans trust @HillaryClinton to handle terrorism than @realDonaldTrump https://t.co/n6AZ4l2qCs via @stevebenen,706301890284290048,11/24/2015 16:46:07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christopher,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
118,"Fresh from a Win, Graham Goes After Trump, Kasich: http://t.co/ybhEMykPKn",782037605185622016,9/17/2015 23:16:55,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
119,https://t.co/aoSMgTqEHh,766714319451062272,12/4/2015 23:15:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emily,christopheremily
120,https://t.co/loe8rp2y58,733708728151777280,12/14/2015 22:30:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emily,christopheremily
121,If you watched tonight's debate you know every one of these @GOP candidates are #WrongForUs. https://t.co/zRxeuVEwiv,734794932301537280,1/15/2016 4:27:36,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
122,"In Texas, @GovernorPerry led the fight to #DefundPlannedParenthood. #Perry2016 #GOPDebate http://t.co/9FRjpFxgYk",692461604839927808,8/6/2015 22:05:46,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christopher,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
123,"On @NewDay this morning, Senator @ChrisCoons endorsed @HillaryClinton for President! https://t.co/zTzBiBGogQ via @CNNPolitics",727922010655858688,11/10/2015 14:24:40,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
124,Read about some of @HillaryClinton's transformative work with Americans with disabilities: https://t.co/XvRzTBkRgJ #ImWithHer,653594670233219072,9/29/2016 2:05:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,emily,christopheremily
125,Report: #Trump used his foundation to settle lawsuits against his businesses. https://t.co/e7nOn5856g,757207966625910784,9/20/2016 20:49:03,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
126,"RT @BernieSanders: ""We need politicians who will stand with Indian territories that oppose these pipelines being built on our lands.""
https",687853617215336448,2/26/2016 6:52:05,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,christopher,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
127,"RT @CR: 
Have you  our POTUS Profiles ?

 : http://t.co/l0PtXYTBDM

#2016 http://t.co/pADFOWjvYw",783497514653716480,5/5/2015 19:59:45,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
128,"RT @daveweigel: The last time we saw Donald Trumps tax returns, we learned that hed payed $0. https://t.co/NZ5F2QZQCa",1502,5/20/2016 17:19:27,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
129,"RT @FoxNews: .@RealBenCarson: ""I certainly believe that God is our creator."" #OReillyFactor http://t.co/55TSTc5PrD",644651273468248064,10/13/2015 0:28:45,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
130,RT @HillaryClinton: RT this if you're proud to be on this teamall the way to the White House. https://t.co/e2JhKeJ3MC #VPDebate https://t.,695148421972254720,10/5/2016 2:41:18,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
131,"RT @johnhawkinsrwn: Trump consistently loses to Hillary in head-to-head polls. Cruz, Rubio &amp; Kasich all regularly beat her, but Rubio &amp; Kas",629413079663644672,3/9/2016 20:04:59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
132,"RT @Perfectly_Laura: #TrumpIsRight #TrumpWillWin #NationalPizzaDay
New Hampshire https://t.co/QY1xwigoBj",598506454312554496,2/9/2016 21:09:50,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
133,"RT @RandPaul: How would you kill the tax code? RETWEET and VOTE by visiting https://t.co/a30AeGlOSu
https://t.co/b8VWCdzIu5",664896517791227904,7/21/2015 16:34:30,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,emily,christopheremily
134,RT @RealBenCarson: While President Obama is complaining about global warming 10 of our American sailors are held in Iranian custody. #SOTU,697165534731882496,1/13/2016 3:30:01,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christopher,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
135,"RT @sbauerAP: .@tedcruz gets standing ovation at Faith and Freedom event in Spartanburg, South Carolina",778335185574080512,2/18/2016 0:34:18,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
136,RT @ShaneGoldmacher: Donald Trump has spoken in more detail about Bobby Knight's coaching record than his policy agenda,698699455135162368,8/1/2016 20:22:13,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
137,RT @staceyyycadman: How's THAT for boots on the ground? #Kasich4Us #Michigan4Kasich #KasichGroundGame @JohnKasich  https://t.co/faRZVx1e9M,672917050147381248,3/6/2016 2:14:27,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
138,RT @tedcruz: Thank you Allie! #CruzCrew  https://t.co/pxwG47awvA,703110267312279552,2/4/2016 7:34:33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
139,"RT @teddyschleifer: Cruz, asked about Trump, says candidates ""credibility becomes a little suspect"" if they haven't been waging big conserv",687114348574015488,1/17/2016 23:18:02,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
140,"RT @TheBriefing2016: Some Republicans claim they're talking about new ideas, but all they've got is sending us backwards.
https://t.co/FBx2",760209039879995392,11/12/2015 20:04:17,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
141,Strong leadership on an important issue from @GovernorPerry http://t.co/JvxWoiY7c4,664086272370016256,7/29/2015 22:02:58,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
142,The 20 Best Quotes From Ted Cruz https://t.co/kCMAnMDabg via @johnhawkinsrwn,785243867419402240,10/28/2015 0:37:47,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
143,"The one...

  The only.....
 Constitutional Patriot.... #TedCruz2016
https://t.co/06dz5IFOhJ
#CruzCrew  http://t.co/Zzd6pBwzRB",781313801215840256,4/23/2015 1:42:24,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
144,This is even before yesterday's all-day hearing. https://t.co/escQeL0ftq,591054481594261504,10/23/2015 12:57:07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
145,"Thsnk God for these beautiful girls!
http://t.co/EX5Ch39d44 
#HR36 
#TheyFeelPain http://t.co/GmE9moP9WQ",659526103569141760,5/13/2015 15:13:53,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,christopher,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
146,Trump wants to hire foreign workers instead of Americans. https://t.co/C2iYf7Jd2J #DumpTrump,780577134813257728,2/27/2016 5:00:21,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
147,"WATCH: @timkaine hit it ""out of the park today."" https://t.co/8H4dciVcrS #ImWithThem",783497262710263808,7/24/2016 13:37:02,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,christopheremily
148,Who are the GOP candidates fighting for? Look at the policies: https://t.co/7r5GIPHLEs #cnbcgopdebate,595679295193907200,10/29/2015 0:24:11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,christopheremily
149,"With this many failures, why should we buy what @realdonaldtrump is selling now?
https://t.co/aRF4oZLuo7",688862874073182208,4/26/2016 16:13:33,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
150,Your daily reminder that #Trump was not originally against the Iraq War: https://t.co/fl5qYxgXUU #TrumpLies,724994836302942208,10/11/2016 0:32:35,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,christopher,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
151,.@CarlyFiorina's blueprint on how to take back our country https://t.co/phb76KrMcE #Carly2016 https://t.co/QHdkVKEvG8,709877902104530944,12/5/2015 17:30:05,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
152,.@govmikehuckabee says our nation must do these 3 things! RT and share with your friends! http://t.co/qPxmgNGcfX,629406027901878272,6/10/2015 20:00:06,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,emily,emilybrittany
153,.@HillaryClinton has strong plan to address middle class health costs by limiting expenses #StrongForUs #DemDebate  https://t.co/jjl5FuGeiT,766296784733868032,2/12/2016 2:16:06,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany ,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,emily,emilybrittany
154,.@HillaryClinton will defend Dodd-Frank against GOP atttacks: https://t.co/zW0llaMSpl,781562888326680576,11/11/2015 3:41:41,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
