,text,id.x,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,src,id.y,created_at,hashtag.,at.,link,retweets,favorites,full.URL,source,date
182,High five: We just won Alabama and Tennessee. #SuperTuesday https://t.co/75eURry2hI,704834210079625216,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,eamonemily.csv,704834210079625216,3/2/2016 1:02:25,#SuperTuesday,0,https://t.co/75eURry2hI,0,0,0,HillaryClinton,3/2/2016 1:02:25
183,"Hillary claims, ""the economy does better when you have a Democrat. But whose economy is she talking about? https://t.co/FW9QKOyQwA",659017447366893568,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659017447366893568,10/27/2015 14:42:58,0,0,https://t.co/FW9QKOyQwA,135,150,http://www.wsj.com/articles/hillary-clinton-flunks-economics-1445900154,CarlyFiorina,10/27/2015 14:42:58
184,Hillary Clinton cree que la educacin es la clave para salir adelante. Lee el artculo. https://t.co/J2qtMtuk2E,717081935898656768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717081935898656768,4/4/2016 20:10:30,0,0,https://t.co/J2qtMtuk2E,346,694,0,HillaryClinton,4/4/2016 20:10:30
185,"Hillary Clinton has engaged in a cover up, and has blood on her hands. https://t.co/rvtYyNQlq7 #Carly2016 (2/2)",620970555131432960,-1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620970555131432960,7/14/2015 14:58:12,#Carly2016,0,https://t.co/rvtYyNQlq7,97,84,https://www.youtube.com/watch?v=5b5moafl8e0,CarlyFiorina,7/14/2015 14:58:12
186,"Hillary is proud to be a champion for workers, and honored to stand with @SEIU.
https://t.co/BWNQbpTUmP",667024454824779776,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,kennedyeamon.csv,667024454824779776,11/18/2015 16:59:57,0,@SEIU,https://t.co/BWNQbpTUmP,346,673,0,HillaryClinton,11/18/2015 16:59:57
187,Hillary said that guns don't keep you safe. If she really believes that she should demand that her heavily armed bodyguards quickly disarm!,683655884547973120,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,emilyzoe.csv,683655884547973120,1/3/2016 14:27:19,0,0,0,0,0,0,realDonaldTrump,1/3/2016 14:27:19
188,Hillary wants to change how we think about business. http://t.co/NI35wR5K8z,624642043302801408,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624642043302801408,7/24/2015 18:07:23,0,0,http://t.co/NI35wR5K8z,0,0,0,HillaryClinton,7/24/2015 18:07:23
189,Hillary worked to expand health care for millions of children: https://t.co/HgfcWvdB9s,718102692170764288,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,zoestan.csv,718102692170764288,4/7/2016 15:46:38,0,0,https://t.co/HgfcWvdB9s,683,1594,0,HillaryClinton,4/7/2016 15:46:38
190,"Hillary, Ellen, and @tonygoldwyn duked it out in a game of Heads Up! on @TheEllenShow. Tune in on Monday! https://t.co/zkqTWUkBQy",685587096187305984,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,staneamon.csv,685587096187305984,1/8/2016 22:21:15,0,@tonygoldwyn @TheEllenShow,https://t.co/zkqTWUkBQy,306,756,0,HillaryClinton,1/8/2016 22:21:15
191,Honored to have these strong military &amp; national security leaders on my SC National Security Coalition. #SCPrimary http://t.co/8HWnMqKJGX,631128115041976320,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,emilyzoe.csv,631128115041976320,8/11/2015 15:40:43,#SCPrimary,0,http://t.co/8HWnMqKJGX,0,0,http://www.lindseygraham.com/2015/08/11/graham-2016-releases-south-carolina-national-security-coalition/,LindseyGrahamSC,8/11/2015 15:40:43
192,How about those @ToledoFB Rockets? Way to represent Ohio well! -John https://t.co/mBWONJG6nP,643051385869725696,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,eamonemily.csv,643051385869725696,9/13/2015 13:19:32,0,@ToledoFB,https://t.co/mBWONJG6nP,0,0,https://twitter.com/espncfb/status/642848650687852544,JohnKasich,9/13/2015 13:19:32
193,http://t.co/7akjw7IZCq,615357239902146560,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615357239902146560,6/29/2015 3:12:53,0,0,http://t.co/7akjw7IZCq,0,0,0,RandPaul,6/29/2015 3:12:53
194,http://t.co/IY5xpthSOd,603667530520141824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603667530520141824,5/27/2015 21:02:09,0,0,http://t.co/IY5xpthSOd,24,35,https://twitter.com/GovMikeHuckabee/status/603667530520141824/photo/1,GovMikeHuckabee,5/27/2015 21:02:09
195,https://t.co/2drnXu8UhQ,664825863674994688,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664825863674994688,11/12/2015 15:23:32,0,0,https://t.co/2drnXu8UhQ,97,119,https://twitter.com/GovMikeHuckabee/status/664825863674994688/photo/1,GovMikeHuckabee,11/12/2015 15:23:32
196,https://t.co/i7Td2hRhH0,679375130036822016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679375130036822016,12/22/2015 18:57:07,0,0,https://t.co/i7Td2hRhH0,127,246,0,RandPaul,12/22/2015 18:57:07
197,https://t.co/xdVwVaBE6z https://t.co/hq9PcYlszl,6.93E+17,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93E+17,1/28/2016 1:27:35,0,0,https://t.co/xdVwVaBE6z https://t.co/hq9PcYlszl,0,0,0,tedcruz,1/28/2016 1:27:35
198,Hypocritical for @marcorubio to express his outrage for when HE is the one spied on. I fight for rights of ALL innocent Americans.,682343015466139648,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682343015466139648,12/30/2015 23:30:26,0,@marcorubio,0,375,662,0,RandPaul,12/30/2015 23:30:26
199,I #StandWithPP and the work they are doing and hope people realize that bitter rhetoric can have unintended consequences. #Solidarity,673160402557997056,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673160402557997056,12/5/2015 15:22:01,#StandWithPP #Solidarity,0,0,0,0,0,BernieSanders,12/5/2015 15:22:01
200,I AM BACK with more grievances. #Festivus #AiringofGrievances https://t.co/HJBAxSdnez,679738746674262016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,kennedyeamon.csv,679738746674262016,12/23/2015 19:02:00,#Festivus #AiringofGrievances,0,https://t.co/HJBAxSdnez,0,0,0,RandPaul,12/23/2015 19:02:00
201,I am honored to have the support of this great coalition of South Carolina veterans: https://t.co/OCwAKwOhij #TeamMarco,697459983877853184,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697459983877853184,2/10/2016 16:39:52,#TeamMarco,0,https://t.co/OCwAKwOhij,0,0,https://marcorubio.com/news/marco-rubio-south-carolina-veterans-coalition/?utm_source=Twitter&utm_medium=Link_Tweet&utm_term=New_American_Century&utm_content=SCVeteransForMarco&utm_campaign=Daily_Social_Organic&utm_0id=020916c,marcorubio,2/10/2016 16:39:52
202,I am self-funding my campaign and am therefore not controlled by the lobbyists and special interests like lightweight Rubio or Ted Cruz!,703601762876305408,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703601762876305408,2/27/2016 15:25:07,0,0,0,0,0,0,realDonaldTrump,2/27/2016 15:25:07
203,I believe that ours was intended to be a citizen government http://t.co/Usyn7DpkxM #Carly2016,615263035343683584,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,stankennedy.csv,615263035343683584,6/28/2015 20:58:33,#Carly2016,0,http://t.co/Usyn7DpkxM,0,0,https://www.youtube.com/watch?v=Z1n7xTKVqs8,CarlyFiorina,6/28/2015 20:58:33
204,I believe that the middle class and the working families who produce the wealth of America deserve a fair deal.,668564372877262848,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668564372877262848,11/22/2015 22:59:02,0,0,0,0,0,0,BernieSanders,11/22/2015 22:59:02
205,I care too much about this to give you quick fixes.,621713989291143168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621713989291143168,7/16/2015 16:12:20,0,0,0,6,6,0,ChrisChristie,7/16/2015 16:12:20
206,I challenge the other presidential candidates to support these four gun safety proposals: http://t.co/fODzEySClh,656151043215118336,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656151043215118336,10/19/2015 16:52:54,0,0,http://t.co/fODzEySClh,177,237,https://twitter.com/MartinOMalley/status/656151043215118336/photo/1,MartinOMalley,10/19/2015 16:52:54
207,I continue to stand by the President's calls for Congress to fully lift the failed embargo on Cuba. Fifty years of Cold War is enough.,712408793443729408,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,stankennedy.csv,712408793443729408,3/22/2016 22:41:06,0,0,0,1639,5438,0,BernieSanders,3/22/2016 22:41:06
208,"I don't support abuse of the system, but I also don't support repealing the 14th amendment, https://t.co/w3xS3tMfDh https://t.co/iZwAxeDpzo",635923582313480192,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635923582313480192,8/24/2015 21:16:11,0,0,https://t.co/w3xS3tMfDh https://t.co/iZwAxeDpzo,2,0,https://medium.com/@gov_gilmore/the-14th-amendment-and-immigration-ffef3c83490f https://twitter.com/GarzaVillanueva/status/635860303469658112,gov_gilmore,8/24/2015 21:16:11
209,I enjoyed talking w/ @SeanHannity tonight from #Iowa. Watch the full interview --&gt; https://t.co/10cI9L7X3o #ImWithHuck #IACaucus,692195095873986560,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692195095873986560,1/27/2016 3:59:05,#Iowa #ImWithHuck #IACaucus,@SeanHannity,https://t.co/10cI9L7X3o,0,0,https://www.youtube.com/watch?v=qrcx5pPGJkg&feature=youtu.be,GovMikeHuckabee,1/27/2016 3:59:05
210,I have lots more to air later on. Until then I want to hear YOUR #Festivus grievances against Washington. Air them here! #AiringofGrievances,679701911344394240,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679701911344394240,12/23/2015 16:35:38,#Festivus #AiringofGrievances,0,0,145,346,0,RandPaul,12/23/2015 16:35:38
211,I helped lead this effort because I believe that the single greatest threat to our nat'l security is prospect of a nuclear Iran.  #NPCLIVE,641300134760857600,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641300134760857600,9/8/2015 17:20:41,#NPCLIVE,0,0,1,1,0,LindseyGrahamSC,9/8/2015 17:20:41
212,I hope @HillaryClinton joins me in support of expanding Social Security benefits for all seniors and disabled veterans.,693194470745985024,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693194470745985024,1/29/2016 22:10:15,0,@HillaryClinton,0,707,1923,0,BernieSanders,1/29/2016 22:10:15
213,I intend on protecting the Constitution &amp; defending your rights! RT if you stand with me #endNSAspying,605120110739791872,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605120110739791872,5/31/2015 21:14:11,#endNSAspying,0,0,0,0,0,RandPaul,5/31/2015 21:14:11
214,I love this country and am grateful for the incredible opportunities it gave to me. #FITN http://t.co/jwHuJwaKxL,637317524124733440,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637317524124733440,8/28/2015 17:35:13,#FITN,0,http://t.co/jwHuJwaKxL,356,257,http://www.eagletribune.com/news/new_hampshire/pataki-wants-to-bring-optimism-back-to-america/article_2bb43a06-6922-59e2-8146-6394c8ef9e18.html,GovernorPataki,8/28/2015 17:35:13
215,I never had it as hard as when I was a father and my son was deployed. #WebbNation http://t.co/CWqyjwOKMn http://t.co/N7GVIC4ceP,624566688399392768,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624566688399392768,7/24/2015 13:07:57,#WebbNation,0,http://t.co/CWqyjwOKMn http://t.co/N7GVIC4ceP,80,100,https://www.facebook.com/IHeardMyCountryCalling/photos/a.240139606175966.1073741828.232634213593172/377727705750488/?type=1&theater https://twitter.com/JimWebbUSA/status/624566688399392768/photo/1,JimWebbUSA,7/24/2015 13:07:57
216,"I prefer the term progressive and Ill tell you why. 
https://t.co/O0IFpadIrT",645606613508714496,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645606613508714496,9/20/2015 14:33:06,0,0,https://t.co/O0IFpadIrT,0,0,https://www.youtube.com/watch?v=AuN6I30NNa4,BernieSanders,9/20/2015 14:33:06
217,I think we have a front runner for most Jeb flair on the trail http://t.co/qomhUXrVIj,643436364881637376,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,emilyzoe.csv,643436364881637376,9/14/2015 14:49:18,0,0,http://t.co/qomhUXrVIj,115,340,https://twitter.com/JebBush/status/643436364881637376/photo/1,JebBush,9/14/2015 14:49:18
218,I want a strong national defense but you don't get stronger from bankruptcy court! We're not safe w/ $19 T debt! https://t.co/M5kKWtzWsj,662746574267752448,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662746574267752448,11/6/2015 21:41:11,0,0,https://t.co/M5kKWtzWsj,108,160,0,RandPaul,11/6/2015 21:41:11
219,"I will be in Milwaukee, Wisconsin- tomorrow at 7pmE with @MELANIATRUMP. Join us! #WIPrimary #Trump2016 https://t.co/L0PmEwdRxn",716727859876917248,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716727859876917248,4/3/2016 20:43:32,#WIPrimary #Trump2016,@MELANIATRUMP,https://t.co/L0PmEwdRxn,3600,10222,0,realDonaldTrump,4/3/2016 20:43:32
220,"I will be on @OutFrontCNN with @ErinBurnett at 7PM. Tune in!
#Trump2016",664923008117686272,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664923008117686272,11/12/2015 21:49:33,#Trump2016,@OutFrontCNN @ErinBurnett,0,830,2035,0,realDonaldTrump,11/12/2015 21:49:33
221,I will unite this country around common purpose because I did it as governor of Florida. #GOPDebate,698717333121064960,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,kennedyeamon.csv,698717333121064960,2/14/2016 3:56:08,#GOPDebate,0,0,123,356,0,JebBush,2/14/2016 3:56:08
222,I'll be joining @chucktodd on @meetthepress this morning. Tune in! https://t.co/eEhTfDcA0S,673507199172349952,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673507199172349952,12/6/2015 14:20:04,0,@chucktodd @meetthepress,https://t.co/eEhTfDcA0S,54,137,0,RandPaul,12/6/2015 14:20:04
223,I'll be on @oreillyfactor tonight. Tune in to @FoxNews at 8pm. #TellingItLikeItIs,633758497692323840,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633758497692323840,8/18/2015 21:52:55,#TellingItLikeItIs,@oreillyfactor @FoxNews,0,13,29,0,ChrisChristie,8/18/2015 21:52:55
224,I'll be releasing my response to the #SOTU shortly after it ends. Stay tuned!,687094198206611456,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687094198206611456,1/13/2016 2:09:57,#SOTU,0,0,0,0,0,RandPaul,1/13/2016 2:09:57
225,I'm going to do what @MittRomney was totally unable to do- WIN!,702897056181055488,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702897056181055488,2/25/2016 16:44:52,0,@MittRomney,0,0,0,0,realDonaldTrump,2/25/2016 16:44:52
226,I'm running for president to win the war on terror. I have an uncomprompising determination to win this war. #CNNDebate,644277016909344768,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644277016909344768,9/16/2015 22:29:45,#CNNDebate,0,0,0,0,0,LindseyGrahamSC,9/16/2015 22:29:45
227,"I'm worried about bankrupting the American people. #StandwithRand #GOPDebate
https://t.co/wduSpqQbcJ",659535849156055040,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659535849156055040,10/29/2015 1:02:54,#StandwithRand #GOPDebate,0,https://t.co/wduSpqQbcJ,233,313,0,RandPaul,10/29/2015 1:02:54
228,I've drawn my line in the sand too. And I'm not backing down. (3/6),603737766950744064,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603737766950744064,5/28/2015 1:41:15,0,0,0,0,0,0,RandPaul,5/28/2015 1:41:15
229,"If elected President, Ill veto any statute that exempts Congress. The law should apply evenly to every American! https://t.co/hinTpzuZxi",664293169635307520,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,emilyzoe.csv,664293169635307520,11/11/2015 4:06:48,0,0,https://t.co/hinTpzuZxi,0,0,0,tedcruz,11/11/2015 4:06:48
230,"If men were giving birth to babies, there would not be a lot of discussion regarding the right to choose.
https://t.co/MDQyvnzbhs",676121119204634624,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676121119204634624,12/13/2015 19:26:51,0,0,https://t.co/MDQyvnzbhs,0,0,https://amp.twimg.com/v/cc621479-e9f5-401d-af1a-8412223bc05d,BernieSanders,12/13/2015 19:26:51
231,"If schools load students up with debt for programs that dont lead to good-paying jobs, they should be accountable, too.",633054790310866944,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633054790310866944,8/16/2015 23:16:38,0,0,0,0,0,0,HillaryClinton,8/16/2015 23:16:38
232,"If Stuart Stevens' book is as bad as his horrible political advice to Mitt Romney, don't waste your money. Arrogant guy but a zero!",651767453014429696,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651767453014429696,10/7/2015 14:34:04,0,0,0,0,0,0,realDonaldTrump,10/7/2015 14:34:04
233,"If the candidates who deny climate change aren't scientists, why don't they start listening to those who are? http://t.co/QqCIO7WLJX",6.10E+17,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,zoestan.csv,6.10E+17,6/13/2015 16:07:11,0,0,http://t.co/QqCIO7WLJX,0,0,0,HillaryClinton,6/13/2015 16:07:11
234,"If we don't allow our opponents to divide us, if we stand together and are united, there is nothing that we cannot accomplish.",649212706675912704,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649212706675912704,9/30/2015 13:22:25,0,0,0,0,0,0,BernieSanders,9/30/2015 13:22:25
235,If we give the military a mission and we don't tie their hands behind their back we can get it accomplished. #GOPDebate,687822983264636928,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687822983264636928,1/15/2016 2:25:53,#GOPDebate,0,0,471,1204,0,RealBenCarson,1/15/2016 2:25:53
236,If you give up your liberty for a false sense of security the terrorists win. - RP at NH Primary College Convention https://t.co/CWrA26W7tH,684422419940032512,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,stankennedy.csv,684422419940032512,1/5/2016 17:13:15,0,0,https://t.co/CWrA26W7tH,346,464,0,RandPaul,1/5/2016 17:13:15
237,If you haven't donated to the campaign yet the time is now. The IA Caucus will be here soon. Will you stand with me? https://t.co/78WPMcbQwP,688552521866973184,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688552521866973184,1/17/2016 2:44:48,0,0,https://t.co/78WPMcbQwP,75,170,0,RandPaul,1/17/2016 2:44:48
238,Im grateful for what weve built. We have a tough fight ahead with stakes that couldnt be higher. Join in: https://t.co/E9Ys5YuFTU -H,710913943246671872,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710913943246671872,3/18/2016 19:41:06,0,0,https://t.co/E9Ys5YuFTU,0,0,0,HillaryClinton,3/18/2016 19:41:06
239,Im honored to be endorsed by @GunOwners as the strongest supporter of #2A on this stage https://t.co/PaDzQCcKqC #CNNDebate,644343242721366016,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644343242721366016,9/17/2015 2:52:55,#2A #CNNDebate,@GunOwners,https://t.co/PaDzQCcKqC,0,0,0,tedcruz,9/17/2015 2:52:55
240,Im not just here to ask for your vote. I'm also asking for your help the day after the election. #NHPolitics https://t.co/vqWm9WMBA9,676536779365855232,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676536779365855232,12/14/2015 22:58:32,#NHPolitics,0,https://t.co/vqWm9WMBA9,0,0,https://twitter.com/BernieSanders/status/676536779365855232/photo/1,BernieSanders,12/14/2015 22:58:32
241,"In a democratic society, politics should not be treated like a baseball game or a soap opera. We need a serious discussion about the issues.",706945048890347520,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,emilyzoe.csv,706945048890347520,3/7/2016 20:50:08,0,0,0,2428,5786,0,BernieSanders,3/7/2016 20:50:08
242,"In my adminstration, we will repeal Obamacare and put control of health care back in to the hands of We the People: https://t.co/8f0cgaMkSC",678985054735851520,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,eamonemily.csv,678985054735851520,12/21/2015 17:07:06,0,0,https://t.co/8f0cgaMkSC,340,1015,0,RealBenCarson,12/21/2015 17:07:06
243,Indiana  it's your turn to vote for our political revolution. Grab your friends and family and go out and vote. Polls close at 6 PM.,727486359540125696,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727486359540125696,5/3/2016 13:13:58,0,0,0,3075,5569,0,BernieSanders,5/3/2016 13:13:58
244,"Intel IG appointed by Obama is part of the ""vast right-wing conspiracy?"" Ive gotta start attending the meetings. https://t.co/vfPbQC1VZM",690217515738361856,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690217515738361856,1/21/2016 17:00:54,0,0,https://t.co/vfPbQC1VZM,52,61,http://hotair.com/archives/2016/01/20/fun-fact-intelligence-ig-aides-needed-higher-clearances-to-read-hillary-e-mails/?utm_content=buffer04a1d&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,GovMikeHuckabee,1/21/2016 17:00:54
245,Interested in scoring a Rand Paul signed backstage pass from the debate? Heres your shot&gt;&gt;https://t.co/tLltlanLpQ,634077409961074688,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634077409961074688,8/19/2015 19:00:09,0,0,0,0,0,0,RandPaul,8/19/2015 19:00:09
246,"Introducing @DarrenBolding, #Walker16's Chief Technology Officer: http://t.co/4UKK2zWsDm",622054563168653312,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622054563168653312,7/17/2015 14:45:39,#Walker16's,@DarrenBolding,http://t.co/4UKK2zWsDm,12,22,0,ScottWalker,7/17/2015 14:45:39
