id,created_at,text,Sentiment....1.negative..0.neutral..1.positive.,Political...0.no..1.yes.,Ideology....1.liberal..0.neutral..1.conservative.,Immigration,Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,National.Security..Veterans..Military..Foreign.Terrorism.,Crime...Law.Enforcement..Police..Guns..Second.Amendment.,Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,Education,Health.Care..Obamacare.,Governance,No.Policy.Content,Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,Asks.you.to.watch.something.share.something.follow.something,Misc..other.plea.for.action,Makes.a.Factual.or.Verifiable.Claim,Expresses.an.Opinion
7.87E+17,10/13/16,"RT @HillaryClinton: Strong men, men who are truly role models, dont need to put down women to make themselves feel powerful. @FLOTUS",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.35E+17,5/25/16,RT @dcexaminer: NEW: Ted Cruz calls for Veterans Affairs Secretary Robert McDonald to step down https://t.co/CmqSaIY2MN https://t.co/UHab5W,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.77E+17,9/16/16,.@FLOTUS is on the trail for Hillary. Tune in to watch her live from Virginia: https://t.co/PhnJJoDmPD,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
8.06E+17,12/6/16,Chairing Judiciary Subcommittee on Crime and Terrorism Hearing at 2:30 pm WATCH:  https://t.co/l0ntMsdXTX,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
7.56E+17,7/21/16,So much for inspiring hope and unity during the convention. https://t.co/xkoDkw9fZf,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.83E+17,10/4/16,RT @AmandaMBledsoe: It's an early morning policy discussion at @CommerceLex with @RandPaul talking US Senate https://t.co/TCJiduAV4o,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.98E+17,11/14/16,Congratulations @realDonaldTrump for making strong conservative choices 1st @mike_pence now @Reince and Steve Bannon. #PersonnelisPolicy,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.75E+17,9/11/16,"RT @FoxNews: ""I can hear you! The rest of the world hears you""  Former President George W. Bush's #NeverForget https://t.co/qzbnSZD3KL",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.83E+17,10/5/16,State Dept did an investigation of Clinton Foundation HAHAHA. #VPDebate,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.59E+17,7/29/16,ICYMI: @JenGranholm knocked it out of the park at #DemConvention. https://t.co/h5acloEYFi,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.82E+17,10/2/16,#Trump's History Undermines New Outreach to Black Voters https://t.co/c3wMphrPiB,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.59E+17,7/28/16,Great news for Kentucky in the fight against heroin addiction https://t.co/gKORZKVaNb via @joesonka,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.45E+17,6/21/16,"""Everybody has told them they need to get more serious. I think there's no interest in that inside the campaign."" https://t.co/37re7B8C57",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.58E+17,7/27/16,"""I trusted her when my life was on the line, and she came through. 9/11 survivor, Lauren Manning https://t.co/pjsSri5VUs",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.86E+17,10/11/16,Thank you Texas! If you haven't registered to VOTE- today is your last day. Go to: https://t.co/HfihPEA3Sp &amp; get ou https://t.co/gxbDRD4x2k,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA
8.15E+17,12/29/16,The remarkable Thomas Sowell's final column: https://t.co/sGHQZmMz80,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.59E+17,7/28/16,RT @DRUDGE_REPORT: Obama Refers to Himself 119 Times During Hillary Nominating Speech... https://t.co/TyJI2DuqEk,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.78E+17,9/19/16,"We're facing a candidate with a history of discrimination in his businesses, who retweets white supremacists, and led the birther movement.",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.91E+17,10/24/16,"This is a big deal: ""Sununu for governor: NH needs new leadership""https://t.co/tkkA7z3taf https://t.co/YntxwL2Dwe",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.95E+17,11/6/16,RT @FlemingforLA: Don't forget to RSVP for your spot at the BR Fleming/Cruz GOTV Rally on Monday! Visit https://t.co/q10s8ggurY! #Geauxvote,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.94E+17,11/3/16,Lots of energy and excitement from our supporters in Seminole County today. Thanks for coming out and showing your https://t.co/bSrPeM7eAI,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.66E+17,8/18/16,GOP strategist: Trump is in a far worse position today than he was when he won the nomination. https://t.co/rfhp7aTFQ7,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
8.24E+17,1/23/17,RT @KRBolster: Senator @LindseyGrahamSC gives credit to fellow lawmakers in the statehouse for getting the deepening project underway. #chs,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.89E+17,10/20/16,News Update: How to Vote as an Immigrant and a Citizen - The American in me recognizes that we need to take car... https://t.co/aKr90wnwsa,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.35E+17,5/23/16,Matt with guys who started out as roommates freshman year &amp; stayed friends with throughout college. https://t.co/ZnWfC2mWk2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.27E+17,5/2/16,"This is a time for choosing in Indiana.#ChooseCruz: https://t.co/OFB3ntoAtahttps://t.co/xyoE1TIxKr",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
8.22E+17,1/19/17,Trump's pick of Mnuchin shows he's no friend to working people. Empowering the worst of Wall Street &amp; letting them ruin our economy again,-1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.50E+17,7/4/16,"Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd, the end result was solid!",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.33E+17,5/18/16,.@HCSInfo Mr. Charles Hucks testifies before Congress about the recent Horry County Schools Ransomware attack. https://t.co/4bz7KXxmCG,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.63E+17,8/10/16,Many people are saying -- that #Trump drives conspiracies and gossip. https://t.co/VeGa6a7jx2,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.58E+17,7/27/16,The GOP wants us to forget that the greed and illegal behavior on Wall Street caused the worst economic downturn since the Great Depression.,-1,1,-1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.64E+17,8/11/16,Its the latest in a long list of relationships that give Trump a financial stake in warm U.S.-Russian relations. https://t.co/4wp0h4fBVf,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.66E+17,8/16/16,No surprise here: @realDonaldTrump gets his Middle East history wrong. #TrumpLies https://t.co/8Ubitks5Tm,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.54E+17,7/14/16,Who could that possibly be? https://t.co/GVjwS5uapg,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.64E+17,8/11/16,We're live on Facebook right now. Tune in: https://t.co/bKucwGICfs,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
8.06E+17,12/6/16,Honored to meet @angeladuckw at #EIE16. Learn how her groundbreaking research is revolutionizing education: https://t.co/l738JFVhp5.,1,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
7.30E+17,5/9/16,"#WVPrimary #VoteTrump #Trump2016https://t.co/ihDWRMdy98https://t.co/VSStoanoDb",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.86E+17,10/12/16,Patrick Murphy trusts Hillary Clinton 100% and would be a rubber stamp on her dangerous foreign policy. https://t.co/eO78QIurix,-1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.82E+17,9/30/16,"""The day that @USATODAY calls him unfit for the presidency, he wakes up at 3 in the morning and starts attacking... https://t.co/StuBv6Qwyz",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.58E+17,7/28/16,RT @JoeBiden: I've seen Hillary in the Senate &amp; the Situation Room. Clear-eyed. Steady. Understands working people. Exactly the leadership,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.75E+17,9/12/16,"Come again, @mike_pence? https://t.co/PQC5dAZf1d",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.80E+17,9/24/16,".@realDonaldTrump, Defender of the American Worker, Sure Used to Love Outsourcing https://t.co/L4LLzdMMlL",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.68E+17,8/24/16,"If you think Donald #Trump has built an empire on good business practices, think again. https://t.co/23lMCurxmc https://t.co/qEBonb4IBK",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.75E+17,9/12/16,#News Putting Hillarys Basket Of Deplorables In Context -  Subscribe: iTunes |ESPN App |Download |RSS |New to... https://t.co/bM45OjHn5D,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
7.53E+17,7/13/16,"Rand Paul: It's a Bird... It's a Plane... NO, It's Waste! https://t.co/YYPwing9Ct @RandPaul #StandwithRand",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.71E+17,9/1/16,"""Donald #Trump is the internet troll of presidential politics."" - @CharlesMBlow https://t.co/2lAzNwTmVJ",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.53E+17,7/11/16,"Over 2,000 @Wharton students and alum to @realDonaldTrump: ""You do not represent us."" https://t.co/NJf0XESurL",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.68E+17,8/23/16,.@HillaryClinton: My plan to boost small businesses https://t.co/erUkZRoFEm via @LinkedIn,1,1,-1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.96E+17,11/8/16,"""If his closest advisors dont trust him to tweet, why would any of us trust him with the nuclear codes? @POTUS on Trump",-1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.86E+17,10/12/16,#Stand4Life https://t.co/LzrmPpm5ZZ,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.78E+17,9/20/16,.@realDonaldTrump's repeated claim that Clinton is for open borders is FALSE. https://t.co/GRbjElu380 #TrumpLies,-1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.51E+17,7/7/16,Gowdy appears to accidentally release CIA source's name. https://t.co/n0VQfAuTji #TBT,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.63E+17,8/9/16,"Candy salesComputer newsletterOdd office jobsMath tutorConcessions, @LSUfootballBiochem lab researchDr's office intern#firstsevenjobs",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.59E+17,7/30/16,"#Trump accidentally reveals too much about himself.https://t.co/ZH2PDrTKQf",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.62E+17,8/5/16,"Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.86E+17,10/10/16,"Donald Trump thinks he has respect for women, but these comments paint a far different picture: https://t.co/dn2bX5k7dQ",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.39E+17,6/2/16,"RT @TheBriefing2016: Donald Trump has never negotiated a ceasefire, but he can throw a mean pageant! https://t.co/VjJzA6AdEi",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.89E+17,10/20/16,"""Donald Trump doesnt have anything to offer but anger, and grievance, and blame. @POTUS",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.89E+17,10/20/16,Democrat Endorses Rand Paul In Kentucky Senate Race #StandWithRand #StillRanding https://t.co/MHPWh1ujMt @RandPaul @TheLibRepublic,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.87E+17,10/13/16,#News Trump Isnt Teflon - A series of women have accused Donald Trump of sexually assaulting them. Trump has d... https://t.co/ORbyoTZFLj,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.56E+17,7/22/16,"My opponent will never meet with them, or share in their pain. Instead, my opponent wants Sanctuary Cities.",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.77E+17,9/18/16,Enjoyed meeting w/ local community members &amp; leaders at Ks Cafe in Clarkson to discuss the issues facing Grayson Co. https://t.co/kl4F0w8Vzf,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.51E+17,7/6/16,Convention speaker schedule to be released tomorrow. Let today be devoted to Crooked Hillary and the rigged system under which we live.,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.51E+17,7/8/16,RT @mpshapiro: See new @Hillaryclinton plan to protect small biz from being stiffed by abusive companies like @realDonaldTrump's: https://t,-1,1,-1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
7.62E+17,8/6/16,RT @TheBriefing2016: The scary thing is... all of it.   https://t.co/RxAsdsUMQl,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.42E+17,6/13/16,"RT @realDonaldTrump: Congratulations to the 2016 #StanleyCup Champions, Pittsburgh @Penguins!",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.71E+17,8/31/16,Join me in the fight for liberty and a government that leaves you alone: https://t.co/ZGMxAaJLDM https://t.co/FjnAlTSfaG,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.65E+17,8/16/16,"RT @FoxNews: .@ScottWalker on rioting: ""That's criminal activity &amp; that's not going to be accepted in the city of Milwaukee...or the state",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.72E+17,9/2/16,"RT @fxnopinion: .@RandPaul:  President Obama, what on God's green earth is our policy in Syria?https://t.co/BoV6hcuG6k",-1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.58E+17,7/25/16,"While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers.",-1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.57E+17,7/23/16,Tim has spent most of his life in public service because he believes in doing everything he can to make a difference in peoples lives.,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.79E+17,9/22/16,"""The level of business amounts to hundreds of millions of dollars."" From Russia with #Trump: https://t.co/3jRNtzu6NM",0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.58E+17,7/25/16,"RT @ChrisSnyderFox: PAC ad features Dorothy Woods, widow of Ty Woods, the former Navy SEAL who was killed during the 2012 #Benghazi attack",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.30E+17,5/10/16,"""Enough is enough. Its time we make quality child care affordable for all working families."" Hillary",0,1,-1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
7.56E+17,7/20/16,Proud to announce the delegate count for Wisconsin at #RNCinCLE https://t.co/nyjSezoRFB,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.82E+17,9/30/16,"RT @anacaprana: And, once again, urge everyone to watch the @prioritiesUSA ad predicting this moment many months ago: https://t.co/AegwnWcg",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
7.58E+17,7/26/16,"Today's Democratic Party in a nutshell: Convention has unisex bathrooms but not one single American flag. https://t.co/Rbz5xzFSmg",-1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.66E+17,8/18/16,Screen time breakdown: Trump whisperer Sean Hannity steals the spotlight during #TrumpTownHall https://t.co/yFpi7L58qF,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.43E+17,6/14/16,"RT @ChadHGriffin: LGBTQ people are Muslims, Jewish, black, Latino, women, immigrants. @realDonaldTrump's divisive rhetoric is wrong. Today",-1,1,-1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8.00E+17,11/18/16,I'll be on O'Reilly tonight at 8pm ET; will discuss mtg with PE Trump and what is true and what isn't.  Hear from horse's mouth!,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
7.41E+17,6/9/16,Delete your account. https://t.co/Oa92sncRQY,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.89E+17,10/20/16,".@HillaryClinton talking about jobs? Remember what she promised upstate New York. #BigLeagueTruth#Debates https://t.co/SmjNuHi7XB",-1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.73E+17,9/6/16,@nadia_555shaw Help @realDonaldTrump #BuildTheWall https://t.co/MKQKRD75E0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
7.29E+17,5/6/16,"Privacy and 4th Amendment rights are not ""quirky,"" @POTUS. https://t.co/7B1zlmZqsg",-1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.64E+17,8/13/16,Its a felony to lie to Congress...And we cant continue to say the Clintons are above the law.  https://t.co/zQXi8rhi0X,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.82E+17,9/30/16,"RT @ZephyrTeachout: My opponent, John Faso, was a lobbyist for payday lenders and pipeline companies. I've fought for people. There's a pre",-1,1,-1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
7.47E+17,6/25/16,3 Ways the Media Has Failed Our Democracy in Covering the Election https://t.co/fKYTWgJzGX,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
8.21E+17,1/17/17,"53 Dem Congress members refuse to attend Inaugural; they could also skip showing up in Congress-that wouldn't make any difference, either.",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.89E+17,10/20/16,"""Go to https://t.co/tTgeqxNqYm because...theres only one way we lose this election, just one: if we dont turn out to vote. @POTUS",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.51E+17,7/6/16,8.4K not a total disaster like 5.5K but its high-risk &amp; unnecessary. Deteriorating conditions support keeping at least current level 9.8K.,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.40E+17,6/8/16,Donald Trump is temperamentally unfit to be president and Commander-in-Chief. Hillary,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.89E+17,10/20/16,We need a President who will protect our #2A right to keep and bear arms. Not one who attacks it. https://t.co/aDfBtQyK6m #Debate,-1,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.46E+17,6/22/16,That means the future of the Supreme Court will be determined by the Florida Senate seat. https://t.co/yjmrhnqiOq,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
7.47E+17,6/26/16,"""We need leaders...who put the interests of the American people ahead of their personal business interests."" Hillary at #USMC2016",-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.71E+17,8/31/16,".@HillaryClinton has been fighting for comprehensive immigration reform for years.#Trump wants to build a wall. https://t.co/ZpEwkziK7P",1,1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.76E+17,9/13/16,RT @jesseberney: Trump proposes half the leave for half the number of parents but enjoy writing your stories about how he's finally pivotin,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.80E+17,9/25/16,Day #7 in 50 days of #TrumpLies: https://t.co/hzg0v7Nwmr https://t.co/My1fqxao5Q,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.42E+17,6/12/16,"Horrific and tragic news out of Orlando, Florida. Kelley and I join the rest of the nation in praying for the victims.",0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.99E+17,11/17/16,".@NikkiHaley's done a good job as Governor of South Carolina. Shes talented, capable and would do a good job in any https://t.co/yMz3LecpC7",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.55E+17,7/19/16,RT @anacaprana: Maybe the Trump campaign should unplug itself and then plug itself back in and see if that works?,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.79E+17,9/21/16,There's still time to help your community fight hunger during #HungerActionMonth. Learn more about #FEEDOhio: https://t.co/dF4LlsTe1P,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.95E+17,11/6/16,RT @DineshDSouza: I can see why Hillary wants to keep #CrookedLoretta as head of DOJ--this way she doesn't have to worry about the law gett,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.76E+17,9/14/16,"One year ago this week, Patrick Murphy picked Iran over America. https://t.co/kqfWmKlDc2",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.73E+17,9/7/16,RT @dallasnews: We recommend @HillaryClinton for U.S. president https://t.co/eWtGJexQqz https://t.co/CazHEkM2pX,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.60E+17,8/2/16,We want it to be easy to vote but hard to cheat. That's why we will continue to fight for an intact Photo ID law. https://t.co/Rzibt5mhlU,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.91E+17,10/27/16,RT @DarrylGlenn2016: Thanks to Senator @tedcruz &amp; @RepKenBuck for joining me on the campaign trail today! It's time for Colorado to lead! #,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.89E+17,10/20/16,Trump much better close than Hilary.,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.74E+17,9/9/16,@InZombieWeTrust Help @realDonaldTrump #BuildTheWall https://t.co/hgBen5kCWz,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
7.80E+17,9/25/16,7 ways Hillary's policies would help you in your daily life: https://t.co/f7oDXlVyx6,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.28E+17,5/5/16,Trumps moment is the culmination of many trends that have taken hold on the right. https://t.co/h3BdByrdfw,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.48E+17,6/29/16,RT @HFA: We're hiring organizers across the country to bring home a win in November. Get more information and apply now: https://t.co/QMdOo,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.56E+17,7/22/16,Where are #Trump products made? Use our interactive map to find out: https://t.co/QN1gUvqbNF #RNCinCLE,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
7.90E+17,10/22/16,RT @SueMinterVT: Something is profoundly wrong when people in Bennington are working 2 or 3 jobs just to meet their basic needs @BernieSand,0,1,-1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.30E+17,5/10/16,"""Trump is floating an insane idea that would tank the American economy."" @businessinsider https://t.co/ssVajpX6Yf",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.33E+17,5/19/16,"I'm proud of standing for the 4th amendment, and I will continue to stand for the entire Bill of Rights. https://t.co/jtxDl7UIlJ",1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.50E+17,7/6/16,RT @FoxNews: Do you agree with @RealBenCarson? https://t.co/5JQ8flPNgj,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.80E+17,9/26/16,REVIEWS ARE IN: Unprecedented Backing for @HillaryClinton from Editorial Boards Across the Country https://t.co/QigLIuPuT2 #StrongerTogether,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.45E+17,6/21/16,Weve raised $88.7M so far and have another $45M in commitments. Were ready to take down @realDonaldTrump. https://t.co/c2NQ9uZ9IS,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.30E+17,5/11/16,Will be speaking at the Peterson Foundation's #FiscalSummit today about 12:30 pm.  WATCH: https://t.co/BovZUygnKe,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
7.84E+17,10/6/16,"RT @PPact: ""Why don't you trust women to make this choice for themselves?"" - @timkaine We couldn't have said it better ourselves. #PinkOu",0,1,-1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
